Age,Income,LoanAmount,CreditScore,InterestRate,LoanTerm,Education_High School,Education_Master's,Education_PhD,EmploymentType_Part-time,EmploymentType_Self-employed,EmploymentType_Unemployed,MaritalStatus_Married,MaritalStatus_Single,LoanPurpose_Business,LoanPurpose_Education,LoanPurpose_Home,LoanPurpose_Other,Default
27.0,100832.0,162035.0,681.0,21.38,36.0,1,0,0,0,0,0,0,0,0,0,0,0,1
28.0,86371.0,142064.0,672.0,20.63,24.0,1,0,0,1,0,0,0,0,0,0,0,0,1
68.0,35615.0,108414.0,590.0,19.01,12.0,0,0,0,1,0,0,0,1,0,0,0,0,0
31.0,28379.0,98655.0,753.0,14.87,12.0,0,0,0,1,0,0,0,1,0,0,0,0,1
19.0,35935.0,118233.0,364.0,21.13,36.0,0,0,0,0,0,0,0,0,0,0,0,0,0
32.0,139627.0,37670.0,611.0,24.94,12.0,1,0,0,0,0,1,1,0,0,0,0,0,1
48.0,18289.0,167649.0,559.0,7.39,12.0,0,0,0,1,0,0,0,0,0,0,0,0,1
66.0,127890.0,25184.0,604.0,24.21,12.0,0,0,0,1,0,0,0,0,0,0,0,0,0
27.0,119465.0,32064.0,564.0,4.33,60.0,0,0,0,0,0,0,1,0,0,0,0,0,1
25.0,77225.0,118086.0,740.0,19.32,24.0,0,0,0,0,0,1,0,1,0,0,0,0,1
49.0,132370.0,98843.0,751.0,15.55,48.0,0,0,0,0,0,1,1,0,0,0,0,0,0
66.0,88230.0,170058.0,326.0,14.66,36.0,0,0,0,0,0,0,1,0,0,0,0,0,0
65.0,127849.0,195046.0,373.0,21.1,24.0,0,0,0,0,0,1,0,1,0,0,0,0,1
58.0,64015.0,242147.0,350.0,15.46,48.0,0,0,0,0,0,1,1,0,0,0,0,0,1
51.0,134346.0,77725.0,432.0,6.16,36.0,0,0,0,0,0,1,0,1,0,0,0,0,0
56.0,82574.0,85033.0,734.0,18.87,48.0,1,0,0,0,0,0,0,0,0,0,0,0,1
29.0,112636.0,248305.0,345.0,10.4,24.0,0,0,0,0,0,1,0,0,0,0,0,0,0
18.0,110881.0,228330.0,371.0,20.24,36.0,0,0,0,0,0,1,1,0,0,0,0,0,0
61.0,143104.0,96025.0,330.0,21.66,12.0,0,0,0,0,0,0,1,0,0,0,0,0,0
55.0,69701.0,188929.0,597.0,4.12,60.0,0,0,0,1,0,0,1,0,0,0,0,0,0
68.0,16037.0,100301.0,646.0,17.28,48.0,1,0,0,0,0,1,1,0,0,0,0,0,1
56.0,24634.0,118987.0,442.0,14.05,48.0,0,0,0,0,0,0,0,0,0,0,0,0,0
40.0,122776.0,94218.0,704.0,16.16,60.0,0,0,0,0,0,0,0,1,0,0,0,0,0
45.0,142797.0,29063.0,589.0,3.99,36.0,0,0,0,0,0,0,0,1,0,0,0,0,0
30.0,112275.0,143980.0,403.0,18.38,24.0,0,0,0,1,0,0,0,0,0,0,0,0,1
42.0,27019.0,43996.0,744.0,16.92,12.0,0,0,0,0,0,0,1,0,0,0,0,0,0
20.0,93692.0,174741.0,697.0,15.85,36.0,1,0,0,0,0,1,1,0,0,0,0,0,1
54.0,95331.0,221429.0,468.0,12.54,36.0,1,0,0,0,0,1,0,1,0,0,0,0,0
34.0,120840.0,102683.0,332.0,24.63,24.0,0,0,0,1,0,0,0,0,0,0,0,0,1
26.0,39598.0,66697.0,487.0,24.2,48.0,0,0,0,0,0,0,1,0,0,0,0,0,1
56.0,95094.0,70714.0,605.0,21.1,60.0,0,0,0,1,0,0,0,0,0,0,0,0,0
63.0,18273.0,42294.0,753.0,18.89,24.0,1,0,0,1,0,0,1,0,0,0,0,0,1
55.0,18885.0,236993.0,486.0,17.29,24.0,1,0,0,0,0,0,1,0,0,0,0,0,1
63.0,110812.0,25312.0,708.0,14.94,36.0,1,0,0,0,0,1,0,1,0,0,0,0,1
35.0,95836.0,10091.0,321.0,21.67,36.0,0,0,0,0,0,0,0,0,0,0,0,0,1
49.0,60663.0,111232.0,672.0,3.89,48.0,0,0,0,0,0,0,0,0,0,0,0,0,0
31.0,29204.0,168850.0,358.0,23.72,12.0,0,0,0,0,0,0,1,0,0,0,0,0,1
63.0,63231.0,153526.0,666.0,8.98,12.0,0,0,0,0,0,0,1,0,0,0,0,0,0
32.0,71830.0,214280.0,741.0,23.82,12.0,0,0,0,1,0,0,0,1,0,0,0,0,1
26.0,67389.0,5750.0,783.0,13.58,24.0,0,0,0,1,0,0,0,1,0,0,0,0,1
35.0,111511.0,181911.0,841.0,12.21,12.0,0,0,0,0,0,0,0,0,0,0,0,0,1
51.0,141954.0,18689.0,605.0,8.27,24.0,0,0,0,1,0,0,1,0,0,0,0,0,1
20.0,50803.0,192594.0,639.0,13.22,36.0,0,0,0,1,0,0,0,0,0,0,0,0,1
20.0,73827.0,235912.0,830.0,15.86,36.0,0,0,0,0,0,1,0,0,0,0,0,0,1
21.0,100023.0,46184.0,364.0,5.85,36.0,0,0,0,1,0,0,0,1,0,0,0,0,0
29.0,149999.0,167765.0,387.0,10.7,36.0,1,0,0,1,0,0,0,1,0,0,0,0,0
64.0,98606.0,18215.0,663.0,21.52,48.0,0,0,0,0,0,1,0,1,0,0,0,0,0
54.0,21948.0,198492.0,759.0,20.73,12.0,1,0,0,0,0,0,1,0,0,0,0,0,1
29.0,48327.0,211906.0,631.0,23.42,60.0,0,0,0,0,0,0,0,0,0,0,0,0,0
37.0,84708.0,162601.0,604.0,24.01,12.0,0,0,0,0,0,0,1,0,0,0,0,0,0
36.0,29809.0,200246.0,478.0,4.86,60.0,0,0,0,1,0,0,0,0,0,0,0,0,1
65.0,140718.0,140847.0,842.0,15.86,24.0,0,0,0,0,0,0,0,0,0,0,0,0,0
49.0,81691.0,128182.0,411.0,13.86,60.0,0,0,0,0,0,1,1,0,0,0,0,0,0
56.0,94316.0,208273.0,444.0,11.2,12.0,0,0,0,1,0,0,1,0,0,0,0,0,0
34.0,78437.0,68651.0,320.0,2.7,12.0,1,0,0,0,0,0,0,0,0,0,0,0,0
53.0,94051.0,157864.0,537.0,22.48,48.0,0,0,0,0,0,0,1,0,0,0,0,0,0
42.0,18195.0,200563.0,366.0,13.57,12.0,1,0,0,0,0,0,0,1,0,0,0,0,1
50.0,73498.0,93634.0,585.0,21.11,60.0,0,0,0,0,0,0,1,0,0,0,0,0,0
19.0,117523.0,216370.0,578.0,16.55,36.0,1,0,0,0,0,0,0,1,0,0,0,0,1
22.0,83326.0,215076.0,711.0,18.78,36.0,0,0,0,0,0,0,0,1,0,0,0,0,1
37.0,22788.0,53984.0,692.0,14.52,36.0,1,0,0,0,0,0,0,1,0,0,0,0,1
59.0,146244.0,177137.0,562.0,21.25,36.0,0,0,0,0,0,1,0,0,0,0,0,0,0
64.0,31132.0,177622.0,762.0,18.3,36.0,0,0,0,0,0,0,1,0,0,0,0,0,1
50.0,129891.0,103430.0,632.0,16.72,36.0,1,0,0,0,0,0,0,0,0,0,0,0,0
19.0,59351.0,129563.0,558.0,23.54,24.0,0,0,0,1,0,0,0,1,0,0,0,0,1
30.0,53929.0,219273.0,431.0,13.73,48.0,0,0,0,0,0,1,0,0,0,0,0,0,1
46.0,101043.0,213472.0,301.0,24.82,24.0,0,0,0,0,0,1,0,0,0,0,0,0,1
63.0,126454.0,225977.0,371.0,5.48,36.0,0,0,0,0,0,0,1,0,0,0,0,0,0
52.0,74324.0,45182.0,406.0,14.84,24.0,1,0,0,1,0,0,1,0,0,0,0,0,1
58.0,39958.0,111144.0,597.0,12.95,48.0,0,0,0,0,0,1,0,0,0,0,0,0,1
30.0,101289.0,47874.0,543.0,8.02,60.0,0,0,0,0,0,0,1,0,0,0,0,0,0
18.0,27415.0,245430.0,387.0,19.92,48.0,1,0,0,1,0,0,1,0,0,0,0,0,1
64.0,116457.0,217928.0,774.0,6.58,24.0,0,0,0,1,0,0,0,1,0,0,0,0,0
34.0,19387.0,149642.0,676.0,23.44,36.0,1,0,0,1,0,0,0,1,0,0,0,0,1
29.0,36279.0,142143.0,558.0,21.99,12.0,0,0,0,0,0,0,1,0,0,0,0,0,1
18.0,22517.0,199070.0,654.0,23.33,24.0,0,0,0,0,0,0,0,0,0,0,0,0,1
27.0,61732.0,105517.0,338.0,10.07,12.0,0,0,0,0,0,1,1,0,0,0,0,0,0
65.0,56885.0,136517.0,711.0,5.85,36.0,0,0,0,1,0,0,1,0,0,0,0,0,0
64.0,73599.0,77383.0,841.0,9.58,36.0,0,0,0,1,0,0,0,0,0,0,0,0,0
32.0,24494.0,192025.0,363.0,10.07,24.0,1,0,0,0,0,0,0,0,0,0,0,0,1
43.0,113277.0,125079.0,625.0,22.69,60.0,0,0,0,0,0,0,1,0,0,0,0,0,0
20.0,65338.0,173556.0,310.0,21.94,24.0,0,0,0,0,0,1,1,0,0,0,0,0,1
52.0,46331.0,212307.0,750.0,13.88,48.0,0,0,0,0,0,0,1,0,0,0,0,0,1
40.0,133432.0,15554.0,597.0,5.81,36.0,0,0,0,0,0,0,0,1,0,0,0,0,1
40.0,77666.0,191354.0,684.0,9.3,60.0,0,0,0,0,0,1,0,1,0,0,0,0,0
38.0,28719.0,172481.0,556.0,22.39,12.0,0,0,0,0,0,0,0,0,0,0,0,0,1
22.0,96442.0,247251.0,347.0,10.26,36.0,0,0,0,1,0,0,0,1,0,0,0,0,1
20.0,83902.0,96984.0,727.0,3.92,12.0,0,0,0,1,0,0,1,0,0,0,0,0,0
21.0,106629.0,61169.0,575.0,22.29,12.0,0,0,0,0,0,1,0,0,0,0,0,0,1
46.0,93517.0,220478.0,644.0,9.3,48.0,0,0,0,0,0,0,0,0,0,0,0,0,0
67.0,94232.0,245162.0,477.0,7.3,12.0,0,0,0,1,0,0,1,0,0,0,0,0,0
26.0,17432.0,33120.0,669.0,3.19,60.0,1,0,0,1,0,0,1,0,0,0,0,0,1
40.0,81735.0,50392.0,702.0,23.29,60.0,0,0,0,1,0,0,1,0,0,0,0,0,0
18.0,133354.0,214237.0,830.0,11.11,60.0,0,0,0,0,0,0,0,1,0,0,0,0,1
27.0,52770.0,179991.0,568.0,22.22,12.0,0,0,0,0,0,0,0,1,0,0,0,0,1
58.0,71284.0,77841.0,645.0,4.14,36.0,0,0,0,0,0,0,1,0,0,0,0,0,0
68.0,128889.0,166390.0,593.0,6.9,60.0,0,0,0,0,0,0,1,0,0,0,0,0,0
25.0,17499.0,248650.0,389.0,14.54,36.0,0,0,0,0,0,0,0,0,0,0,0,0,1
27.0,68108.0,205332.0,416.0,16.15,24.0,0,0,0,0,0,1,0,0,0,0,0,0,1
52.0,94596.0,98451.0,806.0,18.58,24.0,0,0,0,1,0,0,1,0,0,0,0,0,0
54.0,125196.0,122382.0,407.0,9.34,48.0,1,0,0,0,0,0,0,0,0,0,0,0,0
69.0,66625.0,208480.0,444.0,20.67,24.0,0,0,0,0,0,0,0,0,0,0,0,0,1
32.0,22178.0,120088.0,457.0,7.49,12.0,0,0,0,1,0,0,0,0,0,0,0,0,0
52.0,46399.0,58815.0,842.0,16.7,60.0,0,0,0,1,0,0,1,0,0,0,0,0,0
32.0,94404.0,149719.0,713.0,23.44,36.0,0,0,0,1,0,0,1,0,0,0,0,0,1
37.0,144700.0,74579.0,569.0,4.78,60.0,0,0,0,0,0,1,0,0,0,0,0,0,0
54.0,41589.0,76781.0,691.0,23.79,60.0,0,0,0,0,0,0,1,0,0,0,0,0,0
47.0,54369.0,178603.0,307.0,8.14,36.0,1,0,0,0,0,0,1,0,0,0,0,0,0
44.0,23672.0,160205.0,425.0,22.39,60.0,1,0,0,1,0,0,1,0,0,0,0,0,1
48.0,108948.0,174834.0,737.0,3.89,36.0,1,0,0,0,0,0,1,0,0,0,0,0,0
68.0,140905.0,179131.0,619.0,21.0,60.0,0,0,0,1,0,0,0,1,0,0,0,0,0
65.0,121852.0,163126.0,651.0,17.01,12.0,0,0,0,0,0,0,1,0,0,0,0,0,0
69.0,107355.0,155870.0,809.0,16.64,36.0,0,0,0,1,0,0,0,1,0,0,0,0,0
49.0,85864.0,103775.0,485.0,18.22,24.0,0,0,0,0,0,1,0,1,0,0,0,0,1
53.0,52481.0,35550.0,374.0,19.33,48.0,0,0,0,0,0,0,1,0,0,0,0,0,0
30.0,40147.0,50358.0,556.0,24.74,24.0,1,0,0,0,0,1,1,0,0,0,0,0,1
22.0,31883.0,98006.0,434.0,11.22,12.0,0,0,0,0,0,0,1,0,0,0,0,0,1
51.0,124822.0,39184.0,352.0,12.46,60.0,1,0,0,1,0,0,0,1,0,0,0,0,0
36.0,88793.0,206238.0,525.0,14.33,36.0,0,0,0,0,0,1,0,1,0,0,0,0,1
33.0,129450.0,33022.0,475.0,11.21,36.0,1,0,0,1,0,0,0,0,0,0,0,0,0
20.0,42678.0,20521.0,725.0,19.81,36.0,1,0,0,0,0,0,0,1,0,0,0,0,1
36.0,68836.0,166469.0,452.0,24.48,48.0,1,0,0,1,0,0,1,0,0,0,0,0,0
21.0,72161.0,227663.0,556.0,7.69,60.0,0,0,0,0,0,1,0,1,0,0,0,0,0
40.0,130232.0,140568.0,777.0,23.12,48.0,1,0,0,0,0,0,1,0,0,0,0,0,1
32.0,130242.0,35184.0,583.0,24.82,24.0,1,0,0,1,0,0,1,0,0,0,0,0,1
47.0,88265.0,71721.0,398.0,15.07,48.0,1,0,0,1,0,0,0,1,0,0,0,0,1
40.0,57780.0,193380.0,312.0,24.65,24.0,1,0,0,0,0,0,0,0,0,0,0,0,1
19.0,143266.0,133309.0,344.0,5.89,48.0,0,0,0,0,0,1,0,1,0,0,0,0,1
25.0,78102.0,112983.0,595.0,15.92,48.0,0,0,0,0,0,1,1,0,0,0,0,0,0
52.0,69336.0,25882.0,312.0,22.56,24.0,0,0,0,0,0,0,0,1,0,0,0,0,0
41.0,31134.0,153259.0,736.0,12.44,60.0,0,0,0,1,0,0,0,0,0,0,0,0,1
24.0,98150.0,62200.0,492.0,17.59,36.0,1,0,0,0,0,0,0,1,0,0,0,0,0
27.0,23240.0,195938.0,628.0,8.93,24.0,0,0,0,0,0,0,1,0,0,0,0,0,1
43.0,50967.0,69012.0,419.0,20.85,24.0,1,0,0,0,0,0,0,1,0,0,0,0,0
69.0,92602.0,145601.0,751.0,16.56,24.0,0,0,0,1,0,0,0,0,0,0,0,0,0
55.0,73076.0,213433.0,769.0,9.14,48.0,0,0,0,1,0,0,0,1,0,0,0,0,0
28.0,111235.0,157134.0,435.0,22.66,36.0,0,0,0,0,0,0,1,0,0,0,0,0,1
39.0,124100.0,136735.0,679.0,22.57,60.0,0,0,0,0,0,1,1,0,0,0,0,0,1
30.0,30267.0,59320.0,833.0,20.7,12.0,0,0,0,0,0,1,0,0,0,0,0,0,1
64.0,78291.0,172188.0,669.0,2.6,48.0,0,0,0,0,0,0,0,1,0,0,0,0,0
42.0,84313.0,164156.0,314.0,22.96,36.0,0,0,0,0,0,0,0,1,0,0,0,0,1
68.0,116109.0,174917.0,842.0,5.46,36.0,0,0,0,0,0,0,1,0,0,0,0,0,0
38.0,37474.0,115195.0,577.0,17.15,48.0,0,0,0,0,0,1,0,0,0,0,0,0,1
39.0,130951.0,118563.0,735.0,8.77,12.0,0,0,0,0,0,0,1,0,0,0,0,0,0
19.0,113804.0,83447.0,770.0,13.74,36.0,0,0,0,0,0,0,0,1,0,0,0,0,1
25.0,88650.0,99564.0,439.0,16.25,60.0,1,0,0,0,0,0,1,0,0,0,0,0,0
40.0,147508.0,91964.0,319.0,7.62,12.0,0,0,0,0,0,0,1,0,0,0,0,0,0
34.0,33324.0,79458.0,737.0,20.92,48.0,0,0,0,0,0,0,0,0,0,0,0,0,1
41.0,99669.0,52130.0,781.0,11.54,12.0,0,0,0,0,0,1,0,1,0,0,0,0,0
32.0,18873.0,191970.0,590.0,11.17,24.0,0,0,0,0,0,1,0,0,0,0,0,0,1
58.0,94257.0,70356.0,644.0,7.68,12.0,0,0,0,0,0,1,1,0,0,0,0,0,0
68.0,21340.0,215668.0,497.0,9.39,36.0,0,0,0,0,0,1,0,1,0,0,0,0,1
45.0,90584.0,111199.0,350.0,18.83,12.0,1,0,0,1,0,0,0,0,0,0,0,0,1
22.0,83330.0,99494.0,717.0,9.51,60.0,0,0,0,1,0,0,1,0,0,0,0,0,1
65.0,115752.0,169419.0,779.0,2.04,36.0,0,0,0,1,0,0,0,0,0,0,0,0,0
20.0,103800.0,130826.0,511.0,6.47,24.0,0,0,0,0,0,0,0,0,0,0,0,0,1
55.0,91518.0,15307.0,838.0,8.72,24.0,0,0,0,0,0,1,0,0,0,0,0,0,0
63.0,126244.0,82575.0,316.0,11.24,24.0,0,0,0,1,0,0,0,0,0,0,0,0,0
54.0,59041.0,49383.0,617.0,19.87,36.0,0,0,0,1,0,0,1,0,0,0,0,0,1
19.0,15291.0,234863.0,762.0,21.69,36.0,0,0,0,1,0,0,0,0,0,0,0,0,1
25.0,61956.0,154412.0,447.0,10.78,36.0,0,0,0,1,0,0,0,1,0,0,0,0,0
44.0,92745.0,132889.0,560.0,22.38,36.0,0,0,0,0,0,1,1,0,0,0,0,0,0
33.0,99317.0,95044.0,768.0,15.38,24.0,0,0,0,0,0,0,0,1,0,0,0,0,0
47.0,15579.0,50698.0,837.0,10.32,36.0,0,0,0,0,0,0,0,0,0,0,0,0,0
43.0,92383.0,70359.0,336.0,22.69,60.0,0,0,0,0,0,0,0,0,0,0,0,0,0
18.0,113484.0,145923.0,661.0,12.12,48.0,0,0,0,0,0,0,0,0,0,0,0,0,1
27.0,118841.0,45354.0,570.0,19.74,12.0,0,0,0,0,0,1,0,0,0,0,0,0,1
52.0,139946.0,184340.0,499.0,19.53,60.0,0,0,0,0,0,0,0,1,0,0,0,0,0
41.0,80393.0,228410.0,665.0,4.68,24.0,0,0,0,1,0,0,0,1,0,0,0,0,1
49.0,49651.0,73457.0,786.0,19.04,48.0,1,0,0,0,0,1,0,0,0,0,0,0,1
58.0,68076.0,36985.0,492.0,8.63,12.0,0,0,0,1,0,0,0,1,0,0,0,0,0
56.0,102661.0,5075.0,493.0,18.93,24.0,0,0,0,1,0,0,1,0,0,0,0,0,1
37.0,46693.0,213317.0,532.0,3.48,60.0,0,0,0,0,0,0,0,0,0,0,0,0,1
58.0,140060.0,96854.0,666.0,21.17,12.0,0,0,0,1,0,0,1,0,0,0,0,0,1
29.0,48281.0,248715.0,694.0,16.34,60.0,1,0,0,0,0,0,0,1,0,0,0,0,1
66.0,45074.0,99021.0,610.0,12.61,12.0,1,0,0,0,0,0,0,1,0,0,0,0,0
49.0,119790.0,163024.0,824.0,21.83,24.0,0,0,0,1,0,0,0,1,0,0,0,0,0
37.0,36836.0,42528.0,825.0,17.2,12.0,0,0,0,1,0,0,0,1,0,0,0,0,1
30.0,75373.0,124744.0,434.0,14.34,12.0,0,0,0,1,0,0,1,0,0,0,0,0,1
43.0,19357.0,140184.0,376.0,22.28,60.0,1,0,0,0,0,0,0,0,0,0,0,0,1
28.0,109571.0,124944.0,728.0,18.34,36.0,0,0,0,0,0,0,1,0,0,0,0,0,1
20.0,139022.0,221621.0,310.0,9.58,24.0,0,0,0,0,0,1,1,0,0,0,0,0,1
22.0,139137.0,10296.0,635.0,15.05,48.0,0,0,0,1,0,0,0,0,0,0,0,0,1
60.0,65089.0,211415.0,683.0,5.9,48.0,0,0,0,1,0,0,0,1,0,0,0,0,1
66.0,74477.0,101670.0,589.0,4.67,36.0,0,0,0,0,0,1,0,0,0,0,0,0,0
61.0,18403.0,207610.0,527.0,6.66,60.0,0,0,0,1,0,0,1,0,0,0,0,0,1
24.0,20494.0,77369.0,369.0,22.27,36.0,0,0,0,1,0,0,0,1,0,0,0,0,1
37.0,40330.0,43009.0,377.0,14.18,48.0,0,0,0,0,0,0,1,0,0,0,0,0,0
60.0,141091.0,218019.0,418.0,16.22,48.0,1,0,0,0,0,1,1,0,0,0,0,0,1
58.0,37261.0,64127.0,527.0,23.94,48.0,0,0,0,0,0,0,0,0,0,0,0,0,1
25.0,24330.0,224368.0,511.0,6.0,12.0,0,0,0,0,0,0,0,0,0,0,0,0,1
25.0,130671.0,8925.0,492.0,3.81,36.0,0,0,0,0,0,0,0,1,0,0,0,0,0
53.0,31162.0,210480.0,593.0,11.9,12.0,0,0,0,0,0,0,0,0,0,0,0,0,0
62.0,54581.0,158660.0,600.0,4.13,48.0,0,0,0,0,0,0,1,0,0,0,0,0,0
44.0,41296.0,212915.0,423.0,10.46,36.0,1,0,0,0,0,1,0,1,0,0,0,0,0
20.0,108282.0,194523.0,530.0,9.23,60.0,0,0,0,0,0,1,0,1,0,0,0,0,0
32.0,134580.0,160000.0,356.0,10.83,60.0,1,0,0,0,0,1,0,0,0,0,0,0,1
19.0,109791.0,111649.0,823.0,12.49,60.0,0,0,0,0,0,0,1,0,0,0,0,0,0
25.0,80495.0,112360.0,559.0,8.74,24.0,0,0,0,1,0,0,0,1,0,0,0,0,0
34.0,22985.0,6055.0,366.0,21.15,12.0,0,0,0,0,0,0,0,0,0,0,0,0,0
37.0,117161.0,125160.0,399.0,7.5,48.0,0,0,0,0,0,0,1,0,0,0,0,0,1
48.0,22579.0,160696.0,612.0,13.19,12.0,0,0,0,0,0,0,0,0,0,0,0,0,1
57.0,78388.0,194648.0,685.0,16.36,48.0,0,0,0,1,0,0,0,1,0,0,0,0,0
49.0,114813.0,181922.0,324.0,4.64,24.0,0,0,0,0,0,1,1,0,0,0,0,0,0
65.0,126850.0,228324.0,372.0,3.88,24.0,0,0,0,0,0,1,0,1,0,0,0,0,0
68.0,119386.0,192621.0,570.0,10.5,36.0,0,0,0,0,0,1,0,1,0,0,0,0,0
21.0,125106.0,229676.0,839.0,17.01,48.0,1,0,0,0,0,1,1,0,0,0,0,0,0
20.0,76463.0,246599.0,644.0,24.19,48.0,0,0,0,0,0,1,1,0,0,0,0,0,1
25.0,126917.0,75991.0,445.0,19.62,12.0,0,0,0,0,0,1,0,1,0,0,0,0,1
38.0,98932.0,199378.0,392.0,24.42,24.0,0,0,0,0,0,0,1,0,0,0,0,0,1
33.0,70784.0,77176.0,628.0,9.05,12.0,1,0,0,0,0,0,1,0,0,0,0,0,0
44.0,107738.0,32332.0,479.0,16.24,24.0,0,0,0,0,0,0,1,0,0,0,0,0,0
52.0,137769.0,64719.0,764.0,22.5,24.0,0,0,0,1,0,0,0,0,0,0,0,0,1
60.0,103449.0,18973.0,684.0,24.83,60.0,1,0,0,1,0,0,0,1,0,0,0,0,0
57.0,84145.0,110327.0,782.0,22.93,48.0,0,0,0,0,0,0,1,0,0,0,0,0,0
18.0,29289.0,171010.0,443.0,9.4,60.0,0,0,0,1,0,0,0,0,0,0,0,0,1
38.0,59622.0,153859.0,366.0,12.31,12.0,0,0,0,0,0,0,1,0,0,0,0,0,1
41.0,112053.0,238260.0,795.0,18.21,60.0,0,0,0,0,0,0,0,1,0,0,0,0,1
47.0,17247.0,200759.0,474.0,20.78,12.0,0,0,0,0,0,1,0,1,0,0,0,0,1
28.0,144014.0,169966.0,504.0,5.43,60.0,0,0,0,0,0,1,1,0,0,0,0,0,1
27.0,65670.0,47959.0,324.0,19.32,36.0,1,0,0,1,0,0,0,1,0,0,0,0,1
30.0,93711.0,155963.0,749.0,7.89,36.0,1,0,0,1,0,0,0,0,0,0,0,0,1
55.0,148773.0,113185.0,484.0,4.96,48.0,1,0,0,0,0,0,0,0,0,0,0,0,0
53.0,144529.0,210197.0,645.0,15.75,60.0,0,0,0,0,0,1,0,1,0,0,0,0,1
26.0,33370.0,113656.0,824.0,20.3,12.0,1,0,0,0,0,1,1,0,0,0,0,0,0
37.0,28627.0,185897.0,460.0,17.73,24.0,0,0,0,0,0,0,0,0,0,0,0,0,0
18.0,66003.0,247515.0,726.0,5.95,12.0,0,0,0,0,0,0,0,1,0,0,0,0,1
39.0,41000.0,82886.0,798.0,14.72,24.0,0,0,0,0,0,0,0,1,0,0,0,0,0
39.0,146477.0,154349.0,694.0,9.18,48.0,0,0,0,1,0,0,0,1,0,0,0,0,0
27.0,68013.0,204373.0,736.0,14.44,48.0,1,0,0,0,0,0,1,0,0,0,0,0,1
38.0,115307.0,82049.0,591.0,7.81,12.0,0,0,0,0,0,1,0,1,0,0,0,0,1
64.0,65006.0,11355.0,321.0,12.48,48.0,0,0,0,1,0,0,0,1,0,0,0,0,1
60.0,15748.0,6740.0,377.0,17.7,48.0,0,0,0,0,0,0,1,0,0,0,0,0,0
68.0,55882.0,40562.0,332.0,22.76,48.0,0,0,0,0,0,0,1,0,0,0,0,0,0
47.0,16729.0,199003.0,606.0,12.27,48.0,0,0,0,0,0,1,0,1,0,0,0,0,1
32.0,148531.0,204790.0,681.0,18.87,24.0,0,0,0,0,0,1,0,0,0,0,0,0,1
59.0,104152.0,80651.0,510.0,13.98,36.0,1,0,0,0,0,0,0,1,0,0,0,0,0
42.0,54361.0,194827.0,797.0,22.01,48.0,0,0,0,0,0,1,1,0,0,0,0,0,0
64.0,38432.0,126182.0,538.0,16.78,24.0,0,0,0,0,0,0,0,1,0,0,0,0,0
68.0,137206.0,132380.0,352.0,3.4,48.0,0,0,0,0,0,0,0,0,0,0,0,0,0
48.0,132762.0,18864.0,753.0,10.94,60.0,1,0,0,0,0,0,0,1,0,0,0,0,0
37.0,120539.0,112907.0,456.0,8.66,24.0,1,0,0,0,0,1,0,0,0,0,0,0,0
24.0,60881.0,100693.0,565.0,11.05,36.0,1,0,0,1,0,0,0,0,0,0,0,0,1
38.0,78387.0,107540.0,773.0,6.17,36.0,0,0,0,0,0,1,0,0,0,0,0,0,0
58.0,32232.0,12110.0,596.0,17.68,60.0,0,0,0,0,0,1,1,0,0,0,0,0,1
31.0,37025.0,93301.0,768.0,17.59,36.0,0,0,0,0,0,1,0,0,0,0,0,0,1
37.0,76727.0,216806.0,747.0,8.92,48.0,1,0,0,0,0,0,1,0,0,0,0,0,1
48.0,86071.0,78931.0,728.0,13.07,24.0,1,0,0,0,0,0,1,0,0,0,0,0,0
25.0,43750.0,23259.0,330.0,16.29,12.0,0,0,0,0,0,1,0,0,0,0,0,0,1
47.0,18487.0,116475.0,726.0,2.45,12.0,0,0,0,0,0,0,1,0,0,0,0,0,1
20.0,19597.0,47135.0,698.0,7.04,48.0,0,0,0,1,0,0,0,0,0,0,0,0,1
65.0,142140.0,36772.0,709.0,9.62,12.0,0,0,0,0,0,0,1,0,0,0,0,0,0
48.0,101624.0,108586.0,835.0,10.94,60.0,0,0,0,0,0,1,0,1,0,0,0,0,1
69.0,110860.0,138413.0,706.0,5.99,36.0,0,0,0,1,0,0,0,1,0,0,0,0,0
57.0,17193.0,117309.0,331.0,17.57,36.0,1,0,0,0,0,1,0,1,0,0,0,0,1
54.0,133667.0,106241.0,532.0,10.2,36.0,1,0,0,1,0,0,1,0,0,0,0,0,0
31.0,113835.0,6048.0,843.0,22.13,12.0,0,0,0,0,0,0,0,1,0,0,0,0,1
20.0,126808.0,152651.0,768.0,20.65,60.0,0,0,0,0,0,0,0,0,0,0,0,0,1
68.0,102878.0,113738.0,806.0,7.5,60.0,0,0,0,0,0,1,0,0,0,0,0,0,0
24.0,70392.0,203278.0,511.0,24.34,12.0,0,0,0,0,0,0,0,0,0,0,0,0,1
47.0,38257.0,133570.0,435.0,18.07,12.0,0,0,0,0,0,0,0,1,0,0,0,0,1
18.0,33210.0,48924.0,696.0,16.42,36.0,1,0,0,0,0,0,0,0,0,0,0,0,1
18.0,71479.0,165330.0,718.0,4.68,36.0,1,0,0,0,0,0,1,0,0,0,0,0,0
47.0,92828.0,20650.0,588.0,7.03,60.0,0,0,0,0,0,0,0,0,0,0,0,0,0
21.0,108777.0,200642.0,549.0,21.11,12.0,0,0,0,0,0,0,1,0,0,0,0,0,1
32.0,37651.0,65045.0,534.0,10.02,24.0,0,0,0,1,0,0,0,0,0,0,0,0,1
