Age,Income,LoanAmount,CreditScore,MonthsEmployed,NumCreditLines,InterestRate,LoanTerm,DTIRatio,Education,EmploymentType,MaritalStatus,HasMortgage,HasDependents,LoanPurpose,HasCoSigner,Default
58.0,71284,77841,645,97,2,4.14,36,0.37,PhD,Self-employed,Married,No,No,Education,No,0
68.0,128889,166390,593,92,2,6.9,60,0.81,Bachelor's,Self-employed,Married,Yes,No,Education,Yes,0
25.0,17499,248650,389,15,3,14.54,36,0.23,PhD,Self-employed,Divorced,No,Yes,Business,No,1
27.0,68108,205332,416,44,2,16.15,24,0.9,PhD,Unemployed,Divorced,Yes,No,Auto,Yes,1
52.0,94596,98451,806,3,4,18.58,24,0.64,Master's,Part-time,Married,Yes,Yes,Education,Yes,0
54.0,125196,122382,407,109,1,9.34,48,0.11,High School,Self-employed,Divorced,Yes,Yes,Business,Yes,0
69.0,66625,208480,444,56,3,20.67,24,0.59,PhD,Self-employed,Divorced,No,Yes,Home,Yes,1
32.0,22178,120088,457,24,3,7.49,12,0.7,PhD,Part-time,Divorced,No,No,Education,Yes,0
52.0,46399,58815,842,106,2,16.7,60,0.24,Master's,Part-time,Married,Yes,No,Other,Yes,0
32.0,94404,149719,713,23,4,23.44,36,0.71,Master's,Part-time,Married,No,No,Business,Yes,1
37.0,144700,74579,569,7,1,4.78,60,0.13,Master's,Unemployed,Divorced,Yes,Yes,Business,Yes,0
54.0,41589,76781,691,81,4,23.79,60,0.23,Master's,Self-employed,Married,Yes,Yes,Home,Yes,0
47.0,54369,178603,307,102,1,8.14,36,0.78,High School,Full-time,Married,Yes,No,Home,Yes,0
44.0,23672,160205,425,2,2,22.39,60,0.52,High School,Part-time,Married,Yes,No,Business,No,1
48.0,108948,174834,737,43,4,3.89,36,0.43,High School,Full-time,Married,No,No,Education,No,0
68.0,140905,179131,619,110,1,21.0,60,0.61,Bachelor's,Part-time,Single,Yes,No,Other,Yes,0
65.0,121852,163126,651,30,2,17.01,12,0.35,Bachelor's,Full-time,Married,Yes,Yes,Other,Yes,0
69.0,107355,155870,809,106,2,16.64,36,0.53,Bachelor's,Part-time,Single,No,Yes,Home,No,0
49.0,85864,103775,485,90,4,18.22,24,0.29,Bachelor's,Unemployed,Single,No,No,Auto,Yes,1
53.0,52481,35550,374,53,2,19.33,48,0.14,Bachelor's,Full-time,Married,No,No,Other,Yes,0
30.0,40147,50358,556,33,1,24.74,24,0.33,High School,Unemployed,Married,No,No,Auto,No,1
22.0,31883,98006,434,16,4,11.22,12,0.59,Master's,Self-employed,Married,Yes,No,Education,Yes,1
51.0,124822,39184,352,76,4,12.46,60,0.17,High School,Part-time,Single,No,Yes,Home,Yes,0
36.0,88793,206238,525,12,2,14.33,36,0.34,PhD,Unemployed,Single,No,Yes,Home,Yes,1
33.0,129450,33022,475,2,1,11.21,36,0.58,High School,Part-time,Divorced,No,No,Other,No,0
20.0,42678,20521,725,114,3,19.81,36,0.45,High School,Self-employed,Single,Yes,No,Business,No,1
36.0,68836,166469,452,65,1,24.48,48,0.79,High School,Part-time,Married,Yes,Yes,Other,Yes,0
21.0,72161,227663,556,27,4,7.69,60,0.68,Master's,Unemployed,Single,Yes,Yes,Auto,No,0
40.0,130232,140568,777,33,2,23.12,48,0.83,High School,Full-time,Married,No,Yes,Business,No,1
32.0,130242,35184,583,109,4,24.82,24,0.86,High School,Part-time,Married,No,No,Education,No,1
47.0,88265,71721,398,9,1,15.07,48,0.16,High School,Part-time,Single,No,Yes,Auto,No,1
40.0,57780,193380,312,68,4,24.65,24,0.18,High School,Full-time,Divorced,No,Yes,Home,No,1
19.0,143266,133309,344,48,2,5.89,48,0.35,PhD,Unemployed,Single,Yes,Yes,Auto,No,1
25.0,78102,112983,595,113,2,15.92,48,0.22,Bachelor's,Unemployed,Married,Yes,Yes,Auto,No,0
52.0,69336,25882,312,82,4,22.56,24,0.75,Master's,Self-employed,Single,Yes,Yes,Business,No,0
41.0,31134,153259,736,59,4,12.44,60,0.46,PhD,Part-time,Divorced,No,Yes,Education,No,1
24.0,98150,62200,492,76,3,17.59,36,0.65,High School,Self-employed,Single,No,No,Education,Yes,0
27.0,23240,195938,628,51,1,8.93,24,0.16,PhD,Full-time,Married,Yes,No,Education,Yes,1
43.0,50967,69012,419,89,3,20.85,24,0.19,High School,Self-employed,Single,Yes,Yes,Education,No,0
69.0,92602,145601,751,83,2,16.56,24,0.24,Master's,Part-time,Divorced,Yes,No,Auto,Yes,0
55.0,73076,213433,769,97,2,9.14,48,0.89,PhD,Part-time,Single,No,Yes,Home,No,0
28.0,111235,157134,435,28,4,22.66,36,0.56,PhD,Full-time,Married,No,No,Business,No,1
39.0,124100,136735,679,113,4,22.57,60,0.11,PhD,Unemployed,Married,No,Yes,Home,No,1
30.0,30267,59320,833,106,1,20.7,12,0.5,Master's,Unemployed,Divorced,No,No,Business,Yes,1
64.0,78291,172188,669,119,4,2.6,48,0.81,Bachelor's,Self-employed,Single,No,Yes,Education,No,0
42.0,84313,164156,314,35,3,22.96,36,0.6,Bachelor's,Full-time,Single,Yes,No,Home,Yes,1
68.0,116109,174917,842,81,4,5.46,36,0.75,PhD,Full-time,Married,Yes,Yes,Auto,Yes,0
38.0,37474,115195,577,34,2,17.15,48,0.86,PhD,Unemployed,Divorced,No,Yes,Education,Yes,1
39.0,130951,118563,735,108,3,8.77,12,0.74,PhD,Full-time,Married,Yes,No,Business,No,0
19.0,113804,83447,770,118,4,13.74,36,0.39,Bachelor's,Full-time,Single,Yes,Yes,Education,No,1
25.0,88650,99564,439,118,4,16.25,60,0.62,High School,Self-employed,Married,No,Yes,Business,No,0
40.0,147508,91964,319,47,3,7.62,12,0.56,Bachelor's,Full-time,Married,Yes,Yes,Home,Yes,0
34.0,33324,79458,737,86,2,20.92,48,0.43,Bachelor's,Full-time,Divorced,No,No,Other,No,1
41.0,99669,52130,781,106,1,11.54,12,0.33,PhD,Unemployed,Single,No,Yes,Business,No,0
32.0,18873,191970,590,103,4,11.17,24,0.36,Master's,Unemployed,Divorced,No,Yes,Other,No,1
58.0,94257,70356,644,37,1,7.68,12,0.56,Bachelor's,Unemployed,Married,Yes,Yes,Business,No,0
68.0,21340,215668,497,105,2,9.39,36,0.69,Bachelor's,Unemployed,Single,Yes,No,Business,Yes,1
45.0,90584,111199,350,24,1,18.83,12,0.63,High School,Part-time,Divorced,Yes,Yes,Education,Yes,1
22.0,83330,99494,717,24,3,9.51,60,0.51,Bachelor's,Part-time,Married,No,No,Other,Yes,1
65.0,115752,169419,779,99,2,2.04,36,0.28,PhD,Part-time,Divorced,No,Yes,Other,No,0
20.0,103800,130826,511,23,4,6.47,24,0.31,Master's,Full-time,Divorced,No,Yes,Other,No,1
55.0,91518,15307,838,90,1,8.72,24,0.45,PhD,Unemployed,Divorced,No,No,Home,No,0
63.0,126244,82575,316,69,4,11.24,24,0.58,Master's,Part-time,Divorced,Yes,Yes,Home,Yes,0
54.0,59041,49383,617,27,1,19.87,36,0.81,Bachelor's,Part-time,Married,No,No,Education,Yes,1
19.0,15291,234863,762,40,2,21.69,36,0.85,Master's,Part-time,Divorced,No,No,Business,No,1
25.0,61956,154412,447,40,2,10.78,36,0.43,PhD,Part-time,Single,No,No,Other,No,0
44.0,92745,132889,560,80,2,22.38,36,0.78,Master's,Unemployed,Married,No,No,Home,No,0
33.0,99317,95044,768,93,1,15.38,24,0.22,Master's,Full-time,Single,Yes,No,Home,Yes,0
47.0,15579,50698,837,116,2,10.32,36,0.65,Master's,Full-time,Divorced,Yes,Yes,Home,No,0
43.0,92383,70359,336,24,2,22.69,60,0.57,PhD,Self-employed,Divorced,No,No,Other,No,0
18.0,113484,145923,661,58,3,12.12,48,0.67,Bachelor's,Full-time,Divorced,No,Yes,Education,No,1
27.0,118841,45354,570,8,4,19.74,12,0.87,Bachelor's,Unemployed,Divorced,No,No,Business,No,1
52.0,139946,184340,499,95,1,19.53,60,0.36,Master's,Self-employed,Single,Yes,Yes,Education,Yes,0
41.0,80393,228410,665,35,2,4.68,24,0.71,PhD,Part-time,Single,No,No,Home,Yes,1
49.0,49651,73457,786,53,3,19.04,48,0.35,High School,Unemployed,Divorced,Yes,Yes,Business,No,1
58.0,68076,36985,492,27,4,8.63,12,0.38,PhD,Part-time,Single,No,No,Other,No,0
56.0,102661,5075,493,1,2,18.93,24,0.49,Master's,Part-time,Married,No,Yes,Other,No,1
37.0,46693,213317,532,82,1,3.48,60,0.73,Bachelor's,Self-employed,Divorced,Yes,Yes,Auto,No,1
58.0,140060,96854,666,68,4,21.17,12,0.68,PhD,Part-time,Married,Yes,Yes,Other,Yes,1
29.0,48281,248715,694,3,2,16.34,60,0.61,High School,Self-employed,Single,No,No,Business,Yes,1
66.0,45074,99021,610,101,4,12.61,12,0.6,High School,Full-time,Single,Yes,No,Home,Yes,0
49.0,119790,163024,824,10,4,21.83,24,0.71,Bachelor's,Part-time,Single,No,Yes,Home,Yes,0
37.0,36836,42528,825,76,1,17.2,12,0.82,PhD,Part-time,Single,No,No,Other,Yes,1
30.0,75373,124744,434,73,4,14.34,12,0.12,PhD,Part-time,Married,Yes,No,Other,No,1
43.0,19357,140184,376,30,4,22.28,60,0.19,High School,Full-time,Divorced,Yes,No,Home,Yes,1
28.0,109571,124944,728,104,3,18.34,36,0.11,Master's,Full-time,Married,No,Yes,Other,Yes,1
20.0,139022,221621,310,12,1,9.58,24,0.81,Bachelor's,Unemployed,Married,No,No,Education,No,1
22.0,139137,10296,635,10,2,15.05,48,0.46,Bachelor's,Part-time,Divorced,Yes,No,Other,No,1
60.0,65089,211415,683,56,4,5.9,48,0.17,PhD,Part-time,Single,No,No,Education,No,1
66.0,74477,101670,589,36,3,4.67,36,0.18,Bachelor's,Unemployed,Divorced,No,Yes,Home,No,0
61.0,18403,207610,527,74,4,6.66,60,0.72,Master's,Part-time,Married,No,Yes,Business,No,1
24.0,20494,77369,369,31,3,22.27,36,0.72,Bachelor's,Part-time,Single,No,Yes,Other,No,1
37.0,40330,43009,377,97,2,14.18,48,0.7,Master's,Self-employed,Married,Yes,No,Business,Yes,0
60.0,141091,218019,418,39,3,16.22,48,0.45,High School,Unemployed,Married,No,No,Home,Yes,1
58.0,37261,64127,527,101,2,23.94,48,0.34,Bachelor's,Full-time,Divorced,Yes,Yes,Home,No,1
25.0,24330,224368,511,5,2,6.0,12,0.65,PhD,Full-time,Divorced,No,No,Business,No,1
25.0,130671,8925,492,15,4,3.81,36,0.25,PhD,Full-time,Single,No,Yes,Business,Yes,0
53.0,31162,210480,593,114,3,11.9,12,0.11,PhD,Self-employed,Divorced,No,No,Home,Yes,0
62.0,54581,158660,600,68,2,4.13,48,0.45,Master's,Self-employed,Married,No,Yes,Auto,Yes,0
44.0,41296,212915,423,71,3,10.46,36,0.61,High School,Unemployed,Single,Yes,No,Business,Yes,0
20.0,108282,194523,530,118,4,9.23,60,0.82,Master's,Unemployed,Single,No,No,Auto,Yes,0
32.0,134580,160000,356,25,4,10.83,60,0.75,High School,Unemployed,Divorced,Yes,No,Education,No,1
19.0,109791,111649,823,74,2,12.49,60,0.1,Master's,Full-time,Married,No,Yes,Business,Yes,0
25.0,80495,112360,559,93,3,8.74,24,0.71,PhD,Part-time,Single,Yes,Yes,Other,Yes,0
34.0,22985,6055,366,82,2,21.15,12,0.73,Master's,Self-employed,Divorced,Yes,No,Auto,Yes,0
37.0,117161,125160,399,71,2,7.5,48,0.66,PhD,Full-time,Married,No,Yes,Education,No,1
48.0,22579,160696,612,43,4,13.19,12,0.14,Master's,Full-time,Divorced,No,No,Business,No,1
57.0,78388,194648,685,58,2,16.36,48,0.54,PhD,Part-time,Single,No,Yes,Other,No,0
49.0,114813,181922,324,62,2,4.64,24,0.42,Master's,Unemployed,Married,No,No,Education,No,0
65.0,126850,228324,372,43,1,3.88,24,0.8,Bachelor's,Unemployed,Single,No,Yes,Business,No,0
68.0,119386,192621,570,108,1,10.5,36,0.78,Bachelor's,Unemployed,Single,No,Yes,Other,No,0
21.0,125106,229676,839,28,2,17.01,48,0.48,High School,Unemployed,Married,Yes,Yes,Home,Yes,0
20.0,76463,246599,644,97,2,24.19,48,0.14,Bachelor's,Unemployed,Married,No,No,Home,Yes,1
25.0,126917,75991,445,89,3,19.62,12,0.34,PhD,Unemployed,Single,No,No,Other,Yes,1
38.0,98932,199378,392,84,3,24.42,24,0.41,Bachelor's,Full-time,Married,No,No,Business,Yes,1
33.0,70784,77176,628,98,4,9.05,12,0.34,High School,Self-employed,Married,No,No,Auto,Yes,0
44.0,107738,32332,479,47,1,16.24,24,0.3,PhD,Full-time,Married,No,No,Home,Yes,0
52.0,137769,64719,764,106,2,22.5,24,0.15,Master's,Part-time,Divorced,No,No,Other,No,1
60.0,103449,18973,684,58,4,24.83,60,0.36,High School,Part-time,Single,Yes,No,Other,No,0
57.0,84145,110327,782,109,3,22.93,48,0.59,PhD,Full-time,Married,No,Yes,Home,No,0
18.0,29289,171010,443,112,2,9.4,60,0.38,Bachelor's,Part-time,Divorced,Yes,Yes,Business,Yes,1
38.0,59622,153859,366,68,2,12.31,12,0.68,PhD,Full-time,Married,No,No,Auto,Yes,1
41.0,112053,238260,795,41,3,18.21,60,0.89,Bachelor's,Full-time,Single,Yes,No,Home,No,1
47.0,17247,200759,474,11,1,20.78,12,0.34,Bachelor's,Unemployed,Single,Yes,Yes,Auto,No,1
28.0,144014,169966,504,77,4,5.43,60,0.35,Bachelor's,Unemployed,Married,No,No,Auto,No,1
27.0,65670,47959,324,108,3,19.32,36,0.38,High School,Part-time,Single,Yes,No,Business,No,1
30.0,93711,155963,749,6,2,7.89,36,0.17,High School,Part-time,Divorced,Yes,Yes,Education,No,1
55.0,148773,113185,484,5,2,4.96,48,0.82,High School,Full-time,Divorced,No,No,Education,No,0
53.0,144529,210197,645,6,3,15.75,60,0.82,Bachelor's,Unemployed,Single,Yes,Yes,Auto,Yes,1
26.0,33370,113656,824,109,2,20.3,12,0.42,High School,Unemployed,Married,Yes,Yes,Other,Yes,0
37.0,28627,185897,460,30,4,17.73,24,0.46,PhD,Full-time,Divorced,No,No,Business,Yes,0
18.0,66003,247515,726,28,3,5.95,12,0.53,Master's,Full-time,Single,Yes,Yes,Auto,Yes,1
39.0,41000,82886,798,47,2,14.72,24,0.49,PhD,Full-time,Single,Yes,No,Education,No,0
39.0,146477,154349,694,89,2,9.18,48,0.62,Bachelor's,Part-time,Single,Yes,Yes,Business,No,0
27.0,68013,204373,736,34,3,14.44,48,0.15,High School,Full-time,Married,Yes,Yes,Business,No,1
38.0,115307,82049,591,60,1,7.81,12,0.86,PhD,Unemployed,Single,No,No,Auto,No,1
64.0,65006,11355,321,36,2,12.48,48,0.67,PhD,Part-time,Single,Yes,Yes,Education,No,1
60.0,15748,6740,377,83,1,17.7,48,0.89,Bachelor's,Self-employed,Married,No,Yes,Education,No,0
68.0,55882,40562,332,55,1,22.76,48,0.82,Master's,Full-time,Married,No,No,Education,Yes,0
47.0,16729,199003,606,59,4,12.27,48,0.22,Master's,Unemployed,Single,Yes,Yes,Auto,No,1
32.0,148531,204790,681,32,2,18.87,24,0.13,Master's,Unemployed,Divorced,Yes,No,Home,No,1
59.0,104152,80651,510,49,3,13.98,36,0.62,High School,Full-time,Single,No,Yes,Other,Yes,0
42.0,54361,194827,797,10,1,22.01,48,0.4,Bachelor's,Unemployed,Married,Yes,No,Auto,Yes,0
64.0,38432,126182,538,70,1,16.78,24,0.11,Bachelor's,Full-time,Single,Yes,Yes,Home,No,0
68.0,137206,132380,352,57,4,3.4,48,0.31,PhD,Full-time,Divorced,No,Yes,Business,No,0
48.0,132762,18864,753,52,1,10.94,60,0.47,High School,Full-time,Single,Yes,Yes,Home,No,0
37.0,120539,112907,456,82,3,8.66,24,0.78,High School,Unemployed,Divorced,No,No,Auto,No,0
24.0,60881,100693,565,72,3,11.05,36,0.49,High School,Part-time,Divorced,No,No,Education,Yes,1
38.0,78387,107540,773,89,2,6.17,36,0.15,PhD,Unemployed,Divorced,Yes,Yes,Education,No,0
58.0,32232,12110,596,106,1,17.68,60,0.89,PhD,Unemployed,Married,No,Yes,Home,No,1
31.0,37025,93301,768,97,2,17.59,36,0.25,Bachelor's,Unemployed,Divorced,No,No,Education,No,1
37.0,76727,216806,747,41,1,8.92,48,0.43,High School,Self-employed,Married,Yes,No,Other,No,1
48.0,86071,78931,728,13,1,13.07,24,0.34,High School,Full-time,Married,Yes,No,Other,Yes,0
25.0,43750,23259,330,99,1,16.29,12,0.38,Master's,Unemployed,Divorced,No,Yes,Other,No,1
47.0,18487,116475,726,23,2,2.45,12,0.51,Bachelor's,Self-employed,Married,Yes,No,Education,No,1
20.0,19597,47135,698,110,4,7.04,48,0.62,Bachelor's,Part-time,Divorced,Yes,Yes,Other,Yes,1
65.0,142140,36772,709,47,2,9.62,12,0.77,Bachelor's,Self-employed,Married,Yes,Yes,Education,Yes,0
48.0,101624,108586,835,18,1,10.94,60,0.8,PhD,Unemployed,Single,Yes,Yes,Business,No,1
69.0,110860,138413,706,113,2,5.99,36,0.68,PhD,Part-time,Single,No,No,Business,No,0
57.0,17193,117309,331,66,3,17.57,36,0.34,High School,Unemployed,Single,Yes,No,Other,Yes,1
54.0,133667,106241,532,102,3,10.2,36,0.64,High School,Part-time,Married,No,Yes,Home,Yes,0
31.0,113835,6048,843,68,1,22.13,12,0.52,PhD,Full-time,Single,No,Yes,Auto,No,1
20.0,126808,152651,768,93,2,20.65,60,0.41,Bachelor's,Self-employed,Divorced,No,No,Business,No,1
68.0,102878,113738,806,98,1,7.5,60,0.75,Master's,Unemployed,Divorced,No,Yes,Other,No,0
24.0,70392,203278,511,78,2,24.34,12,0.68,Master's,Full-time,Divorced,Yes,Yes,Business,No,1
47.0,38257,133570,435,80,4,18.07,12,0.32,Bachelor's,Full-time,Single,Yes,Yes,Business,Yes,1
18.0,33210,48924,696,64,4,16.42,36,0.59,High School,Full-time,Divorced,Yes,No,Education,Yes,1
18.0,71479,165330,718,107,4,4.68,36,0.74,High School,Full-time,Married,Yes,Yes,Education,Yes,0
47.0,92828,20650,588,102,3,7.03,60,0.74,Bachelor's,Full-time,Divorced,No,Yes,Home,Yes,0
21.0,108777,200642,549,5,4,21.11,12,0.63,PhD,Full-time,Married,No,Yes,Auto,No,1
32.0,37651,65045,534,28,4,10.02,24,0.68,Bachelor's,Part-time,Divorced,No,Yes,Education,No,1
63.0,141598,229411,503,60,1,10.28,36,0.48,Master's,Self-employed,Single,No,No,Auto,Yes,0
23.0,127585,177919,590,34,2,14.98,60,0.38,High School,Self-employed,Single,Yes,No,Other,No,1
33.0,87737,154215,423,71,1,6.82,12,0.11,Bachelor's,Full-time,Single,Yes,No,Home,Yes,0
41.0,38845,212735,521,104,4,12.41,24,0.12,High School,Unemployed,Married,No,Yes,Other,Yes,1
36.0,127483,33354,453,19,4,8.6,36,0.85,Master's,Full-time,Single,Yes,No,Business,No,1
31.0,91444,158365,448,95,1,3.7,60,0.19,PhD,Part-time,Divorced,Yes,Yes,Business,Yes,0
19.0,149744,142257,487,53,4,22.84,48,0.23,High School,Full-time,Divorced,No,No,Auto,Yes,1
21.0,133683,191233,607,7,1,19.92,36,0.78,Master's,Part-time,Single,Yes,No,Auto,Yes,1
68.0,40322,6795,721,18,3,22.22,24,0.29,Master's,Unemployed,Divorced,No,No,Education,Yes,0
28.0,127407,32198,369,113,3,14.13,60,0.17,Master's,Unemployed,Single,Yes,Yes,Education,Yes,0
39.0,70270,181906,693,74,2,15.86,48,0.46,PhD,Self-employed,Divorced,No,Yes,Education,No,1
50.0,47991,63282,697,23,3,9.33,12,0.33,PhD,Self-employed,Divorced,No,No,Auto,Yes,0
37.0,116677,59345,609,93,3,15.57,48,0.77,High School,Self-employed,Single,Yes,No,Home,Yes,0
61.0,34204,191744,803,19,3,20.03,48,0.82,PhD,Full-time,Married,Yes,Yes,Education,No,1
36.0,92924,175008,658,66,3,13.19,12,0.62,Master's,Full-time,Single,Yes,Yes,Home,Yes,0
24.0,22227,154187,843,97,1,3.48,36,0.83,PhD,Full-time,Single,Yes,Yes,Education,Yes,1
22.0,54763,123686,359,2,4,17.01,24,0.17,PhD,Full-time,Divorced,Yes,Yes,Home,Yes,1
41.0,69726,26961,568,14,1,14.13,24,0.85,PhD,Self-employed,Divorced,No,Yes,Education,Yes,0
23.0,105446,232200,738,27,4,10.58,60,0.52,PhD,Full-time,Divorced,Yes,Yes,Home,Yes,1
44.0,30245,98609,359,11,3,21.7,36,0.68,Bachelor's,Unemployed,Divorced,No,Yes,Business,No,1
26.0,35048,69771,763,47,4,17.38,60,0.7,Bachelor's,Self-employed,Married,No,Yes,Home,Yes,1
31.0,42967,156409,517,5,3,20.1,48,0.65,High School,Unemployed,Divorced,No,No,Home,Yes,0
44.0,80090,221456,704,118,4,18.43,12,0.39,Master's,Part-time,Single,Yes,Yes,Auto,No,1
52.0,86446,168075,485,64,1,15.56,60,0.36,PhD,Self-employed,Married,No,No,Auto,Yes,1
60.0,104301,65552,556,45,1,10.66,24,0.37,PhD,Full-time,Single,Yes,No,Education,Yes,0
68.0,148842,172933,333,63,3,10.35,48,0.39,PhD,Full-time,Divorced,Yes,No,Education,Yes,0
22.0,43258,68251,545,97,2,12.09,12,0.48,Master's,Part-time,Divorced,Yes,Yes,Business,No,1
39.0,101128,161836,678,18,4,23.66,36,0.54,Master's,Unemployed,Single,Yes,Yes,Auto,Yes,0
27.0,61095,59797,615,15,1,18.26,36,0.11,PhD,Self-employed,Divorced,No,No,Other,Yes,0
57.0,110463,102120,696,78,3,23.71,48,0.38,Bachelor's,Part-time,Married,No,No,Business,No,1
33.0,134468,99152,447,35,2,2.97,36,0.4,PhD,Unemployed,Divorced,No,No,Home,No,0
56.0,139922,13367,547,65,3,13.23,48,0.21,Master's,Self-employed,Divorced,Yes,Yes,Other,No,0
62.0,41265,64524,752,70,2,14.89,36,0.44,PhD,Full-time,Divorced,No,No,Auto,No,1
30.0,43900,185007,329,30,4,23.62,24,0.69,High School,Unemployed,Single,No,Yes,Education,No,1
63.0,78809,196666,562,26,3,17.65,36,0.54,PhD,Self-employed,Divorced,No,No,Education,No,0
51.0,28539,172622,564,9,2,15.97,24,0.5,PhD,Part-time,Single,No,Yes,Auto,No,0
27.0,42167,102014,359,89,1,9.02,60,0.53,Bachelor's,Unemployed,Divorced,Yes,Yes,Education,Yes,1
24.0,128402,129945,578,70,4,21.7,60,0.22,Master's,Unemployed,Divorced,Yes,Yes,Home,Yes,1
25.0,130360,129602,308,66,4,13.14,48,0.11,High School,Unemployed,Married,No,No,Education,Yes,0
53.0,54950,22524,427,53,1,6.73,36,0.58,High School,Part-time,Divorced,Yes,No,Auto,Yes,1
61.0,55833,234599,809,54,4,9.85,24,0.8,Master's,Part-time,Single,Yes,Yes,Other,No,1
36.0,133632,160414,535,75,1,5.18,36,0.77,High School,Full-time,Single,No,No,Auto,Yes,1
26.0,27636,166915,481,84,3,3.41,36,0.64,High School,Self-employed,Divorced,Yes,No,Home,No,0
43.0,39774,36826,514,101,2,13.13,36,0.41,Master's,Self-employed,Divorced,Yes,Yes,Education,No,0
21.0,146183,155838,305,106,4,19.73,60,0.28,High School,Self-employed,Single,No,No,Auto,No,1
20.0,96817,107112,651,91,2,23.7,24,0.33,PhD,Full-time,Divorced,No,Yes,Business,No,0
24.0,47784,60786,619,16,4,7.94,60,0.48,Bachelor's,Unemployed,Married,No,No,Other,Yes,1
52.0,57587,9064,743,112,3,4.2,60,0.68,PhD,Part-time,Married,Yes,No,Auto,No,0
64.0,53034,32871,304,9,2,11.06,24,0.64,Bachelor's,Part-time,Single,No,No,Auto,Yes,1
29.0,133786,7977,338,5,1,16.3,60,0.79,Bachelor's,Self-employed,Married,Yes,Yes,Home,Yes,0
30.0,67012,132944,662,35,2,14.73,12,0.71,High School,Unemployed,Single,Yes,No,Business,Yes,1
59.0,130747,40002,712,55,3,18.25,12,0.76,Bachelor's,Self-employed,Married,No,No,Business,No,1
20.0,51427,223800,353,91,3,16.29,12,0.5,PhD,Self-employed,Married,Yes,No,Other,Yes,1
43.0,68855,236998,461,104,1,6.79,36,0.44,Master's,Unemployed,Married,No,Yes,Other,No,1
36.0,15057,29909,756,80,1,18.59,60,0.59,High School,Part-time,Divorced,Yes,No,Education,Yes,1
21.0,87133,175132,419,4,3,10.86,36,0.78,Master's,Full-time,Married,No,No,Other,Yes,1
26.0,39260,202479,350,82,3,20.49,60,0.67,High School,Self-employed,Divorced,No,Yes,Other,No,1
32.0,86100,249784,660,106,1,2.41,12,0.89,PhD,Full-time,Divorced,No,Yes,Business,Yes,0
41.0,84780,119685,762,0,2,6.75,48,0.44,Bachelor's,Part-time,Single,Yes,No,Other,No,1
46.0,24020,224464,520,100,4,24.98,48,0.65,Master's,Part-time,Divorced,Yes,No,Education,No,1
60.0,101189,103467,459,107,1,12.35,48,0.67,Bachelor's,Self-employed,Single,No,Yes,Home,No,1
34.0,125378,248287,591,55,2,21.48,24,0.73,High School,Unemployed,Married,No,No,Auto,Yes,1
19.0,139149,116455,403,45,4,23.2,12,0.2,Master's,Part-time,Married,No,No,Business,No,1
62.0,59238,142841,318,2,1,24.96,12,0.6,High School,Unemployed,Divorced,Yes,No,Education,Yes,1
18.0,136815,102923,491,84,4,24.82,12,0.14,PhD,Part-time,Divorced,Yes,Yes,Business,Yes,0
38.0,80150,102992,798,10,2,14.64,36,0.22,High School,Self-employed,Divorced,Yes,Yes,Other,No,1
53.0,89721,32219,462,96,4,16.32,48,0.42,Master's,Unemployed,Single,Yes,No,Business,No,0
21.0,136742,155628,784,62,2,22.35,36,0.31,High School,Self-employed,Divorced,No,Yes,Other,No,0
43.0,15902,241878,466,32,4,7.18,48,0.46,Master's,Full-time,Single,No,No,Education,No,1
61.0,67324,142804,485,96,2,22.51,12,0.55,PhD,Full-time,Married,No,Yes,Home,Yes,0
69.0,20290,66854,319,81,4,3.61,36,0.59,PhD,Unemployed,Single,Yes,Yes,Other,No,0
36.0,61339,95513,584,88,3,21.14,36,0.56,PhD,Unemployed,Single,No,Yes,Education,No,1
45.0,61667,177517,441,84,1,17.45,12,0.84,Master's,Part-time,Married,No,No,Home,No,0
43.0,80938,234991,388,61,2,11.11,60,0.75,Bachelor's,Unemployed,Single,Yes,No,Business,Yes,0
49.0,124845,116644,475,30,1,12.41,48,0.23,PhD,Unemployed,Single,Yes,No,Education,No,1
43.0,46127,236669,360,87,3,16.71,60,0.21,Master's,Unemployed,Divorced,No,No,Education,Yes,0
27.0,21314,16346,792,99,2,23.3,12,0.42,Master's,Unemployed,Divorced,Yes,No,Business,Yes,0
22.0,41120,247869,470,93,3,22.5,12,0.89,Bachelor's,Self-employed,Divorced,No,No,Other,Yes,1
42.0,51539,210045,736,29,1,14.63,48,0.62,PhD,Full-time,Single,No,No,Auto,No,1
34.0,23678,158398,675,36,2,20.44,12,0.33,Master's,Full-time,Divorced,No,Yes,Education,Yes,1
21.0,73390,110994,570,28,1,10.35,24,0.76,Master's,Self-employed,Single,Yes,No,Education,No,0
52.0,15361,112790,391,73,4,17.9,12,0.59,Master's,Self-employed,Married,No,Yes,Business,Yes,0
18.0,60633,69518,740,87,2,24.43,12,0.79,High School,Unemployed,Single,Yes,Yes,Business,Yes,1
31.0,58112,230162,435,18,3,22.43,24,0.43,Master's,Part-time,Married,No,Yes,Business,No,1
23.0,129151,94675,746,23,2,17.82,60,0.44,PhD,Part-time,Married,Yes,Yes,Business,Yes,0
33.0,142363,19575,539,81,2,24.12,60,0.64,Bachelor's,Part-time,Married,Yes,No,Home,No,0
22.0,39998,178083,830,35,1,9.54,48,0.62,Master's,Self-employed,Divorced,Yes,No,Education,Yes,0
